UniProt	GeneSymbol	ChEMBL	PrefName	TaxID	Organism
P15999	Atp5a1	CHEMBL2176795	ATP synthase subunit alpha, mitochondrial	10116	Rattus norvegicus
P10719	Atp5b	CHEMBL2176796	ATP synthase subunit beta, mitochondrial	10116	Rattus norvegicus
P16951	Atf2	CHEMBL2176797	Cyclic AMP-dependent transcription factor ATF-2	10090	Mus musculus
Q9CZU6	Cs	CHEMBL2176798	Citrate synthase, mitochondrial	10090	Mus musculus
P83741	Wnk1	CHEMBL2176799	Serine/threonine-protein kinase WNK1	10090	Mus musculus
P00564	Ckm	CHEMBL2176800	Creatine kinase M-type	10116	Rattus norvegicus
P48500	Tpi1	CHEMBL2176801	Triosephosphate isomerase	10116	Rattus norvegicus
Q9QXY7	Xk	CHEMBL2176802	Membrane transport protein XK	10090	Mus musculus
Q9QZR6	Sept9	CHEMBL2176803	Septin-9	10116	Rattus norvegicus
Q9QUH6	Syngap1	CHEMBL2176804	Ras GTPase-activating protein SynGAP	10116	Rattus norvegicus
Q4FZZ1	Pxk	CHEMBL2176805	PX domain-containing protein kinase-like protein	10116	Rattus norvegicus
Q8BGE5	Fancm	CHEMBL2176806	Fanconi anemia group M protein homolog	10090	Mus musculus
Q04690	Nf1	CHEMBL2176807	Neurofibromin	10090	Mus musculus
Q9QX72	Secisbp2	CHEMBL2176808	Selenocysteine insertion sequence-binding protein 2	10116	Rattus norvegicus
Q8BQP8	Rab11fip4	CHEMBL2176809	Rab11 family-interacting protein 4	10090	Mus musculus
P09321	Prl3b1	CHEMBL2176810	Prolactin-3B1	10116	Rattus norvegicus
P20059	Hpx	CHEMBL2176811	Hemopexin	10116	Rattus norvegicus
P07335	Ckb	CHEMBL2176812	Creatine kinase B-type	10116	Rattus norvegicus
Q923X8	Taar7b	CHEMBL2176813	Trace amine-associated receptor 7b	10116	Rattus norvegicus
P43432	Il12b	CHEMBL2176814	Interleukin-12 subunit beta	10090	Mus musculus
P16617	Pgk1	CHEMBL2176815	Phosphoglycerate kinase 1	10116	Rattus norvegicus
Q03147	Cdk7	CHEMBL2176816	Cyclin-dependent kinase 7	10090	Mus musculus
Q9WVE8	Pacsin2	CHEMBL2176817	Protein kinase C and casein kinase substrate in neurons protein 2	10090	Mus musculus
O08755	Onecut1	CHEMBL2176818	Hepatocyte nuclear factor 6	10090	Mus musculus
P37285	Klc1	CHEMBL2176819	Kinesin light chain 1	10116	Rattus norvegicus
P48744	Ndp	CHEMBL2176820	Norrin	10090	Mus musculus
Q9WVK7	Hadh	CHEMBL2176821	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	10116	Rattus norvegicus
Q9D2G2	Dlst	CHEMBL2176822	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	10090	Mus musculus
P26284	Pdha1	CHEMBL2176823	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	10116	Rattus norvegicus
P04642	Ldha	CHEMBL2176824	L-lactate dehydrogenase A chain	10116	Rattus norvegicus
P15651	Acads	CHEMBL2176825	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	10116	Rattus norvegicus
O08749	Dld	CHEMBL2176826	Dihydrolipoyl dehydrogenase, mitochondrial	10090	Mus musculus
P14152	Mdh1	CHEMBL2176827	Malate dehydrogenase, cytoplasmic	10090	Mus musculus
P08503	Acadm	CHEMBL2176828	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	10116	Rattus norvegicus
P54071	Idh2	CHEMBL2176829	Isocitrate dehydrogenase [NADP], mitochondrial	10090	Mus musculus
P45953	Acadvl	CHEMBL2176830	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	10116	Rattus norvegicus
Q60597	Ogdh	CHEMBL2176831	2-oxoglutarate dehydrogenase, mitochondrial	10090	Mus musculus
P04797	Gapdh	CHEMBL2176832	Glyceraldehyde-3-phosphate dehydrogenase	10116	Rattus norvegicus
P10860	Glud1	CHEMBL2176833	Glutamate dehydrogenase 1, mitochondrial	10116	Rattus norvegicus
P42123	Ldhb	CHEMBL2176834	L-lactate dehydrogenase B chain	10116	Rattus norvegicus
P04636	Mdh2	CHEMBL2176835	Malate dehydrogenase, mitochondrial	10116	Rattus norvegicus
P15650	Acadl	CHEMBL2176836	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	10116	Rattus norvegicus
Q99028	COMT	CHEMBL2176837	Catechol O-methyltransferase	9823	Sus scrofa
Q6DE08	aurkb-a	CHEMBL2176838	Aurora kinase B-A	8355	Xenopus laevis
O60602	TLR5	CHEMBL2176839	Toll-like receptor 5	9606	Homo sapiens
P39050	TPR	CHEMBL2176840	Trypanothione reductase	5661	Leishmania donovani
Q80WQ2	Vac14	CHEMBL2176841	Protein VAC14 homolog	10090	Mus musculus
Q9Z1T6	Pikfyve	CHEMBL2176842	1-phosphatidylinositol 3-phosphate 5-kinase	10090	Mus musculus
Q2NL51	Gsk3a	CHEMBL2176843	Glycogen synthase kinase-3 alpha	10090	Mus musculus
O54988	Slk	CHEMBL2176844	STE20-like serine/threonine-protein kinase	10090	Mus musculus
Q08857	Cd36	CHEMBL2176845	Platelet glycoprotein 4	10090	Mus musculus
Q15109	AGER	CHEMBL2176846	Advanced glycosylation end product-specific receptor	9606	Homo sapiens
Q63495	Ager	CHEMBL2176847	Advanced glycosylation end product-specific receptor	10116	Rattus norvegicus
E2RDN4	DGAT1	CHEMBL2176848	O-acyltransferase	9615	Canis familiaris
Q9JJX6	P2rx4	CHEMBL2176849	P2X purinoceptor 4	10090	Mus musculus
Q9MYJ9	CCR1	CHEMBL2176850	Chemokine receptor	9986	Oryctolagus cuniculus
Q8I4S1	TMK	CHEMBL2176852	Thymidylate kinase, putative	36329	Plasmodium falciparum (isolate 3D7)
Q9UJ71	CD207	CHEMBL2176853	C-type lectin domain family 4 member K	9606	Homo sapiens
P22897	MRC1	CHEMBL2176854	Macrophage mannose receptor 1	9606	Homo sapiens
Q8WTT0	CLEC4C	CHEMBL2176855	C-type lectin domain family 4 member C	9606	Homo sapiens
Q6EIG7	CLEC6A	CHEMBL2176856	C-type lectin domain family 6 member A	9606	Homo sapiens
P35247	SFTPD	CHEMBL2176857	Pulmonary surfactant-associated protein D	9606	Homo sapiens
Q9H2X3	CLEC4M	CHEMBL2176858	C-type lectin domain family 4 member M	9606	Homo sapiens
Q9RMI3	fabI	CHEMBL2176859	Enoyl-[acyl-carrier-protein] reductase [NADPH]	1280	Staphylococcus aureus
Q571F8	Gls2	CHEMBL2176860	Glutaminase liver isoform, mitochondrial	10090	Mus musculus
P00590	CUT1	CHEMBL2176862	Cutinase 1	70791	Fusarium solani subsp. pisi
I3LIR5	TREH	CHEMBL2176863	Uncharacterized protein	9823	Sus scrofa
Q8I5C5	MIF	CHEMBL2176864	Macrophage migration inhibitory factor homologue	36329	Plasmodium falciparum (isolate 3D7)
Q15910	EZH2	CHEMBL2189110	Histone-lysine N-methyltransferase EZH2	9606	Homo sapiens
Q53H47	SETMAR	CHEMBL2189111	Histone-lysine N-methyltransferase SETMAR	9606	Homo sapiens
Q9UMN6	KMT2B	CHEMBL2189112	Histone-lysine N-methyltransferase MLL4	9606	Homo sapiens
Q8NEZ4	KMT2C	CHEMBL2189113	Histone-lysine N-methyltransferase MLL3	9606	Homo sapiens
O14686	KMT2D	CHEMBL2189114	Histone-lysine N-methyltransferase MLL2	9606	Homo sapiens
O88509	Dnmt3b	CHEMBL2189115	DNA (cytosine-5)-methyltransferase 3B	10090	Mus musculus
Q92800	EZH1	CHEMBL2189116	Histone-lysine N-methyltransferase EZH1	9606	Homo sapiens
O75530	EED	CHEMBL2189117	Polycomb protein EED	9606	Homo sapiens
P01116	KRAS	CHEMBL2189121	GTPase KRas	9606	Homo sapiens
P31689	DNAJA1	CHEMBL2189122	DnaJ homolog subfamily A member 1	9606	Homo sapiens
Q9X759	atsA	CHEMBL2189123	Arylsulfatase	573	Klebsiella pneumoniae
Q96EG1	ARSG	CHEMBL2189124	Arylsulfatase G	9606	Homo sapiens
Q5JUR7	TEX30	CHEMBL2189125	Testis-expressed sequence 30 protein	9606	Homo sapiens
Q9NP80	PNPLA8	CHEMBL2189126	Calcium-independent phospholipase A2-gamma	9606	Homo sapiens
Q9BV23	ABHD6	CHEMBL2189127	Monoacylglycerol lipase ABHD6	9606	Homo sapiens
Q4J6C6	PREPL	CHEMBL2189128	Prolyl endopeptidase-like	9606	Homo sapiens
Q8IY17	PNPLA6	CHEMBL2189129	Neuropathy target esterase	9606	Homo sapiens
P10768	ESD	CHEMBL2189130	S-formylglutathione hydrolase	9606	Homo sapiens
Q9HB40	SCPEP1	CHEMBL2189131	Retinoid-inducible serine carboxypeptidase	9606	Homo sapiens
Q5VST6	ABHD17B	CHEMBL2189132	Abhydrolase domain-containing protein FAM108B1	9606	Homo sapiens
Q5VWZ2	LYPLAL1	CHEMBL2189133	Lysophospholipase-like protein 1	9606	Homo sapiens
Q8NFV4	ABHD11	CHEMBL2189134	Alpha/beta hydrolase domain-containing protein 11	9606	Homo sapiens
P49753	ACOT2	CHEMBL2189135	Acyl-coenzyme A thioesterase 2, mitochondrial	9606	Homo sapiens
Q86TX2	ACOT1	CHEMBL2189136	Acyl-coenzyme A thioesterase 1	9606	Homo sapiens
Q9UMR5	PPT2	CHEMBL2189137	Lysosomal thioesterase PPT2	9606	Homo sapiens
Q8BVQ5	Ppme1	CHEMBL2189138	Protein phosphatase methylesterase 1	10090	Mus musculus
P17174	GOT1	CHEMBL2189139	Aspartate aminotransferase, cytoplasmic	9606	Homo sapiens
P97449	Anpep	CHEMBL2189140	Aminopeptidase N	10090	Mus musculus
Q5QQ41	dpms	CHEMBL2189141	Dolichol-phosphate-mannose synthase	5702	Trypanosoma brucei brucei
Q8R146	Apeh	CHEMBL2189142	Acylamino-acid-releasing enzyme	10090	Mus musculus
Q99570	PIK3R4	CHEMBL2189144	Phosphoinositide 3-kinase regulatory subunit 4	9606	Homo sapiens
Q07785	CRK2	CHEMBL2189145	Cell division control protein 2 homolog	5839	Plasmodium falciparum (isolate K1 / Thailand)
P62343	CPK1	CHEMBL2189146	Calcium-dependent protein kinase 1	5839	Plasmodium falciparum (isolate K1 / Thailand)
P52633	Stat6	CHEMBL2189147	Signal transducer and transcription activator 6	10090	Mus musculus
P13504	Il1r1	CHEMBL2189148	Interleukin-1 receptor type 1	10090	Mus musculus
Q43191	LOX1.5	CHEMBL2189149	Probable linoleate 9S-lipoxygenase 5	4113	Solanum tuberosum
Q20MD3	NA	CHEMBL2189150	Neuraminidase	385599	Influenza A virus
P35579	MYH9	CHEMBL2189151	Myosin-9	9606	Homo sapiens
Q9Z0Y9	Nr1h3	CHEMBL2189152	Oxysterols receptor LXR-alpha	10090	Mus musculus
Q99757	TXN2	CHEMBL2189153	Thioredoxin, mitochondrial	9606	Homo sapiens
A4GTP0	LGALS3	CHEMBL2189154	Galectin-3	9031	Gallus gallus
P02701	AVD	CHEMBL2189156	Avidin	9031	Gallus gallus
Q9JHG7	Pik3cg	CHEMBL2189158	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	10090	Mus musculus
Q8R0V5	Ido2	CHEMBL2189159	Indoleamine 2,3-dioxygenase 2	10090	Mus musculus
Q9WUN2	Tbk1	CHEMBL2189160	Serine/threonine-protein kinase TBK1	10090	Mus musculus
Q62151	Ager	CHEMBL2189161	Advanced glycosylation end product-specific receptor	10090	Mus musculus
Q6GG09	pyk	CHEMBL2189162	Pyruvate kinase	282458	Staphylococcus aureus (strain MRSA252)
P99999	CYCS	CHEMBL2189163	Cytochrome c	9606	Homo sapiens
Q92523	CPT1B	CHEMBL2216739	Carnitine O-palmitoyltransferase 1, muscle isoform	9606	Homo sapiens
O43772	SLC25A20	CHEMBL2216740	Mitochondrial carnitine/acylcarnitine carrier protein	9606	Homo sapiens
Q9Y4L1	HYOU1	CHEMBL2216741	Hypoxia up-regulated protein 1	9606	Homo sapiens
P07910	HNRNPC	CHEMBL2216742	Heterogeneous nuclear ribonucleoproteins C1/C2	9606	Homo sapiens
Q96AG4	LRRC59	CHEMBL2216743	Leucine-rich repeat-containing protein 59	9606	Homo sapiens
Q96QK1	VPS35	CHEMBL2216744	Vacuolar protein sorting-associated protein 35	9606	Homo sapiens
O35904	Pik3cd	CHEMBL2216745	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	10090	Mus musculus
Q8WNY2	KCNH2	CHEMBL2216746	Potassium voltage-gated channel subfamily H member 2	9986	Oryctolagus cuniculus
P00432	CAT	CHEMBL2227489	Catalase	9913	Bos taurus
A3FFR5	blaSHV-95	CHEMBL2233619	Beta-lactamase SHV-95	546	Citrobacter freundii
Q83YP9	blaSHV-48	CHEMBL2233620	Extended-spectrum beta-lactamase SHV-48	470	Acinetobacter baumannii
P0A8F0	upp	CHEMBL2233621	Uracil phosphoribosyltransferase	83333	Escherichia coli (strain K12)
P54904	PROC1	CHEMBL2242730	Pyrroline-5-carboxylate reductase	3702	Arabidopsis thaliana
P49602	ERG11	CHEMBL2242732	Lanosterol 14-alpha demethylase	237631	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)
P81072	AMPD1	CHEMBL2242733	AMP deaminase 1	9986	Oryctolagus cuniculus
Q9FG87	KCS20	CHEMBL2242734	3-ketoacyl-CoA synthase 19	3702	Arabidopsis thaliana
Q38860	FAE1	CHEMBL2242735	3-ketoacyl-CoA synthase 18	3702	Arabidopsis thaliana
Q5XEP9	KCS2	CHEMBL2242736	3-ketoacyl-CoA synthase 17	3702	Arabidopsis thaliana
Q9C6L5	KCS5	CHEMBL2242737	3-ketoacyl-CoA synthase 5	3702	Arabidopsis thaliana
O65677	KCS17	CHEMBL2242738	Probable 3-ketoacyl-CoA synthase 2	3702	Arabidopsis thaliana
Q9MAM3	KCS1	CHEMBL2242739	3-ketoacyl-CoA synthase 1	3702	Arabidopsis thaliana
P93836	HPD	CHEMBL2242740	4-hydroxyphenylpyruvate dioxygenase	3702	Arabidopsis thaliana
O67625	ispH	CHEMBL2242741	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	224324	Aquifex aeolicus (strain VF5)
Q37001	ACS5	CHEMBL2242742	1-aminocyclopropane-1-carboxylate synthase 5	3702	Arabidopsis thaliana
Q7YWJ9	Ache	CHEMBL2242743	Acetylcholinesterase	7370	Musca domestica
P07140	Ace	CHEMBL2242744	Acetylcholinesterase	7227	Drosophila melanogaster
P9WQ77	lat	CHEMBL2259247	Probable L-lysine-epsilon aminotransferase	1773	Mycobacterium tuberculosis
Q9N0W7	EDNRB	CHEMBL2259248	Endothelin B receptor	9986	Oryctolagus cuniculus
P9WNV1	ligA	CHEMBL2259249	DNA ligase	1773	Mycobacterium tuberculosis
P07753	psbA	CHEMBL2268003	Photosystem Q(B) protein	3055	Chlamydomonas reinhardtii
Q9SMJ3	ZDS	CHEMBL2268004	Zeta-carotene desaturase, chloroplastic/chromoplastic	4072	Capsicum annuum
Q43054	CYP73A16	CHEMBL2268005	Trans-cinnamate 4-monooxygenase	34292	Populus kitakamiensis
Q04468	CYP73A1	CHEMBL2268006	Trans-cinnamate 4-monooxygenase	4233	Helianthus tuberosus
Q9X721	colG	CHEMBL2268009	Collagenase	1498	Clostridium histolyticum
Q96242	CYP74A	CHEMBL2268010	Allene oxide synthase, chloroplastic	3702	Arabidopsis thaliana
Q9BMK9	clh-3	CHEMBL2268011	CLC chloride channel protein	6239	Caenorhabditis elegans
Q36792	ctpA	CHEMBL2268012	C-terminal processing protease of the D1 protein	3562	Spinacia oleracea
P49264	CYP71B1	CHEMBL2268013	Cytochrome P450 71B1	13288	Thlaspi arvense
Q9CAK8	ISPF	CHEMBL2285351	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic	3702	Arabidopsis thaliana
P93841	ISPE	CHEMBL2285352	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, chloroplastic/chromoplastic	4081	Solanum lycopersicum
P69834	ISPD	CHEMBL2285353	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic	3702	Arabidopsis thaliana
Q9XFS9	DXR	CHEMBL2285354	1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic	3702	Arabidopsis thaliana
Q38854	DXS	CHEMBL2285355	1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic	3702	Arabidopsis thaliana
P21687	crtY	CHEMBL2285356	Lycopene cyclase	553	Pantoea ananas
P25462	GLN2	CHEMBL2285357	Glutamine synthetase, chloroplastic	4577	Zea mays
P80025	LPO	CHEMBL2295561	Lactoperoxidase	9913	Bos taurus
Q9BV47	DUSP26	CHEMBL2295562	Dual specificity protein phosphatase 26	9606	Homo sapiens
P05100	tag	CHEMBL2295563	DNA-3-methyladenine glycosylase 1	83333	Escherichia coli (strain K12)
A4IFJ5	PLA2G4A	CHEMBL2304401	Cytosolic phospholipase A2	9913	Bos taurus
O77746	PDE5A	CHEMBL2304402	Phosphodiesterase 5A	9615	Canis lupus famiaris
P13108	Cyp2d4	CHEMBL2304403	Cytochrome P450 2D18	10116	Rattus norvegicus
P47745	ADORA1	CHEMBL2304404	Adenosine A1 receptor	10141	Cavia porcellus
P51144	TACR2	CHEMBL2304405	Neurokinin 2 receptor	10036	Mesocricetus auratus
P52703	DRD3	CHEMBL2304406	Dopamine D3 receptor	9534	Chlorocebus aethiops
Q60484	HTR1D	CHEMBL2304407	Serotonin 1d (5-HT1d) receptor	10141	Cavia porcellus
Q9N2B7	HTR1B	CHEMBL2304408	Serotonin 1b (5-HT1b) receptor	9593	Gorilla gorilla
P51136	gskA	CHEMBL2311226	Glycogen synthase kinase-3	44689	Dictyostelium discoideum
Q4QE15	GSK3	CHEMBL2311227	Putative glycogen synthase kinase	5664	Leishmania major
Q99741	CDC6	CHEMBL2311228	Cell division control protein 6 homolog	9606	Homo sapiens
O75351	VPS4B	CHEMBL2311229	Vacuolar protein sorting-associated protein 4B	9606	Homo sapiens
Q8NB90	SPATA5	CHEMBL2311230	Spermatogenesis-associated protein 5	9606	Homo sapiens
P46459	NSF	CHEMBL2311231	Vesicle-fusing ATPase	9606	Homo sapiens
Q9UPY3	DICER1	CHEMBL2311232	Endoribonuclease Dicer	9606	Homo sapiens
P39052	Dnm2	CHEMBL2311233	Dynamin-2	10116	Rattus norvegicus
P70424	Erbb2	CHEMBL2311234	Receptor tyrosine-protein kinase erbB-2	10090	Mus musculus
Q8ZDW5	thrS	CHEMBL2311235	Threonine--tRNA ligase	632	Yersinia pestis
P09429	HMGB1	CHEMBL2311236	High mobility group protein B1	9606	Homo sapiens
P63158	Hmgb1	CHEMBL2311237	High mobility group protein B1	10090	Mus musculus
Q9BY08	EBPL	CHEMBL2311238	Emopamil-binding protein-like	9606	Homo sapiens
B4EB35	hldA	CHEMBL2311239	D-beta-D-heptose 7-phosphate kinase	216591	Burkholderia cepacia (strain J2315 / LMG 16656) (Burkholderiacenocepacia (strain J2315))
Q8I6E4	SIR2RP1	CHEMBL2311240	Putative silent information regulator 2	5671	Leishmania infantum
O95278	EPM2A	CHEMBL2311242	Laforin	9606	Homo sapiens
O43175	PHGDH	CHEMBL2311243	D-3-phosphoglycerate dehydrogenase	9606	Homo sapiens
P12830	CDH1	CHEMBL2321609	Cadherin-1	9606	Homo sapiens
O35604	Npc1	CHEMBL2321610	Niemann-Pick C1 protein	10090	Mus musculus
Q08642	Padi2	CHEMBL2321611	Protein-arginine deiminase type-2	10090	Mus musculus
P9WP55	cysK1	CHEMBL2321612	O-acetylserine sulfhydrylase	1773	Mycobacterium tuberculosis
O14649	KCNK3	CHEMBL2321613	Potassium channel subfamily K member 3	9606	Homo sapiens
Q9NPC2	KCNK9	CHEMBL2321614	Potassium channel subfamily K member 9	9606	Homo sapiens
O95069	KCNK2	CHEMBL2321615	Potassium channel subfamily K member 2	9606	Homo sapiens
Q13123	IK	CHEMBL2321616	Protein Red	9606	Homo sapiens
P25122	Kcnc1	CHEMBL2321617	Potassium voltage-gated channel subfamily C member 1	10116	Rattus norvegicus
Q92953	KCNB2	CHEMBL2321618	Potassium voltage-gated channel subfamily B member 2	9606	Homo sapiens
Q9R117	Tyk2	CHEMBL2321619	Non-receptor tyrosine-protein kinase TYK2	10090	Mus musculus
Q9AEG1	acrB	CHEMBL2321620	AcrB protein	548	Enterobacter aerogenes
O95352	ATG7	CHEMBL2321621	Ubiquitin-like modifier-activating enzyme ATG7	9606	Homo sapiens
A0AVT1	UBA6	CHEMBL2321622	Ubiquitin-like modifier-activating enzyme 6	9606	Homo sapiens
P41226	UBA7	CHEMBL2321623	Ubiquitin-like modifier-activating enzyme 7	9606	Homo sapiens
P31396	Hr46	CHEMBL2321624	Probable nuclear hormone receptor HR3	7227	Drosophila melanogaster
Q76SF8	ORF74	CHEMBL2321625	G protein-coupled receptor	37296	Human herpesvirus 8
Q16570	ACKR1	CHEMBL2321626	Duffy antigen/chemokine receptor	9606	Homo sapiens
O00421	CCRL2	CHEMBL2321627	C-C chemokine receptor-like 2	9606	Homo sapiens
P46092	CCR10	CHEMBL2321628	C-C chemokine receptor type 10	9606	Homo sapiens
Q8WZA1	POMGNT1	CHEMBL2321629	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	9606	Homo sapiens
Q10469	MGAT2	CHEMBL2321630	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	9606	Homo sapiens
Q6ZMB0	B3GNT6	CHEMBL2321631	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	9606	Homo sapiens
Q02742	GCNT1	CHEMBL2321632	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	9606	Homo sapiens
Q9NS00	C1GALT1	CHEMBL2321633	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	9606	Homo sapiens
Q9Y5Z6	B3GALT1	CHEMBL2321634	Beta-1,3-galactosyltransferase 1	9606	Homo sapiens
Q9Y2C3	B3GALT5	CHEMBL2321635	Beta-1,3-galactosyltransferase 5	9606	Homo sapiens
O60880	SH2D1A	CHEMBL2321636	SH2 domain-containing protein 1A	9606	Homo sapiens
Q9HAQ2	KIF9	CHEMBL2321637	Kinesin-like protein KIF9	9606	Homo sapiens
Q9R152	PARP1	CHEMBL2321638	Poly [ADP-ribose] polymerase 1	10029	Cricetulus griseus
P16442	ABO	CHEMBL2321639	Histo-blood group ABO system transferase	9606	Homo sapiens
Q16595	FXN	CHEMBL2321640	Frataxin, mitochondrial	9606	Homo sapiens
P07445	ksi	CHEMBL2321641	Steroid Delta-isomerase	303	Pseudomonas putida
Q5IB64	nanH	CHEMBL2321642	Neuraminidase	666	Vibrio cholerae
Q9H7B4	SMYD3	CHEMBL2321643	Histone-lysine N-methyltransferase SMYD3	9606	Homo sapiens
Q86Y97	KMT5C	CHEMBL2321644	Histone-lysine N-methyltransferase SUV420H2	9606	Homo sapiens
Q4FZB7	KMT5B	CHEMBL2321645	Histone-lysine N-methyltransferase SUV420H1	9606	Homo sapiens
Q15047	SETDB1	CHEMBL2321646	Histone-lysine N-methyltransferase SETDB1	9606	Homo sapiens
P57789	KCNK10	CHEMBL2331041	Potassium channel subfamily K member 10	9606	Homo sapiens
Q7Z418	KCNK18	CHEMBL2331042	Potassium channel subfamily K member 18	9606	Homo sapiens
Q01538	MYT1	CHEMBL2331044	Myelin transcription factor 1	9606	Homo sapiens
Q9VTU8	CAH2	CHEMBL2331045	Carbonic anhydrase 2, isoform A	7227	Drosophila melanogaster
Q9V396	CAH1	CHEMBL2331046	Carbonic anhydrase 1	7227	Drosophila melanogaster
Q63008	Slc5a5	CHEMBL2331047	Sodium/iodide cotransporter	10116	Rattus norvegicus
Q9NRS4	TMPRSS4	CHEMBL2331048	Transmembrane protease serine 4	9606	Homo sapiens
Q5GIT4	kdr	CHEMBL2331049	Vascular endothelial growth factor receptor 2	7955	Danio rerio
Q13444	ADAM15	CHEMBL2331050	Disintegrin and metalloproteinase domain-containing protein 15	9606	Homo sapiens
P50897	PPT1	CHEMBL2331051	Palmitoyl-protein thioesterase 1	9606	Homo sapiens
O19015	GLB1	CHEMBL2331052	Beta-galactosidase	9685	Felis catus
Q16875	PFKFB3	CHEMBL2331053	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3	9606	Homo sapiens
O75832	PSMD10	CHEMBL2331054	26S proteasome non-ATPase regulatory subunit 10	9606	Homo sapiens
Q6Y7W6	GIGYF2	CHEMBL2331055	PERQ amino acid-rich with GYF domain-containing protein 2	9606	Homo sapiens
P0C1S0	mgrA	CHEMBL2331056	HTH-type transcriptional regulator MgrA	1280	Staphylococcus aureus
P43657	LPAR6	CHEMBL2331058	Lysophosphatidic acid receptor 6	9606	Homo sapiens
Q15392	DHCR24	CHEMBL2331059	Delta(24)-sterol reductase	9606	Homo sapiens
P28028	Braf	CHEMBL2331061	Serine/threonine-protein kinase B-raf	10090	Mus musculus
Q9WVR3	Inppl1	CHEMBL2331062	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	10116	Rattus norvegicus
Q6P549	Inppl1	CHEMBL2331063	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	10090	Mus musculus
O15357	INPPL1	CHEMBL2331064	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	9606	Homo sapiens
Q9C0B1	FTO	CHEMBL2331065	Alpha-ketoglutarate-dependent dioxygenase FTO	9606	Homo sapiens
Q6IE75	Bace2	CHEMBL2331066	Beta-secretase 2	10116	Rattus norvegicus
Q5QJU3	ACER2	CHEMBL2331067	Alkaline ceramidase 2	9606	Homo sapiens
P18894	Dao	CHEMBL2331068	D-amino-acid oxidase	10090	Mus musculus
Q9KID9	fkbO	CHEMBL2331069	FkbO	132248	Streptomyces hygroscopicus subsp. ascomyceticus
Q6P7S1	Asah1	CHEMBL2331070	Acid ceramidase	10116	Rattus norvegicus
Q8BX10	Pgam5	CHEMBL2331071	Serine/threonine-protein phosphatase PGAM5, mitochondrial	10090	Mus musculus
